Naam,ID,Clustering,Rank (Betweenness centr.),Rank (Eigenvector centr.),Fonds en functies
"Ophem, Johannes Gerardus Maria van",P122315,0.958,197,100,Vleeswaren Prepensionering (60755) - Lid Raad van Toezicht<br />Vleesindustrie (14311) - Lid Raad van Toezicht
"Berendsen, Eduard Maria",P107158,1.0,206,587,UWV (60889) - Bestuurder
"Lahoye, René Antonius Johannes",P117431,0.292,33,45,Drankindustrie (30355) - Bestuurder<br />Zoetwarenindustrie (32436) - Bestuurder<br />Bakkersbedrijf (10682) - Bestuurder<br />Kappersbedrijf (44380) - Bestuursvoorzitter
"Peeters, Ruben Cornelis Robertus Marie",P117888,1.0,206,36,Agrarische (36722) - Bestuurder
"Boeve, Henk Leo Roger",P101285,1.0,NA,NA,Allianz Nederland (46210) - Bestuursvoorzitter
"Dorssen, Arend van",P111206,1.0,206,241,Detailhandel (47678) - Bestuurder
"Kort, Ronny Petrus Maria de",P114697,1.0,NA,NA,Dow (48477) - Bestuurder
"Boon, Johannes Paulus Cornelis Ireneus",P107537,1.0,206,384,Medewerkers Apotheken (15565) - Bestuurder
"Naber, Petrus Simon Gertrudes (Piet)",P100820,1.0,206,1106,Huysman (102) - Bestuurder
"Mulders, Gerardus Johannes",P113136,1.0,NA,NA,Thales   (6004) - Bestuurder
Voogt,P117060,1.0,206,176,Drankindustrie (30355) - Bestuurder
"Veltman, Johan Albert",P104661,1.0,206,1072,TNO (692) - Bestuurder
"Plat, Jacob",P115773,1.0,206,159,"Mode-, Interieur-, Tapijt- en Textielindustrie (MITT) (10541) - Bestuurder"
"Wetzold, Derk",P116026,1.0,206,999,Henkel (342) - Bestuurder
"van der Zeeuw, René",P130278,1.0,NA,NA,Personeelspensioenfonds APG (2392) - Bestuurder
"Griffioen, Gerrit",P131474,1.0,NA,NA,Alliance (9041) - Bestuurder
"Jalink, Gustaaf Henri",P130580,1.0,206,988,APF (7781) - Bestuurder
"Molenaar, Simon Andreas",P106800,1.0,206,600,Campina (60564) - Bestuurder
"Lock, Jacob",P106153,1.0,206,1178,Ten Cate (60019) - Bestuurder
"Fey, Patrick Johannes Henriette",P117635,1.0,206,328,Zorg en Welzijn (44862) - Bestuurder
"Jansen, Judith Elisabeth Maria",P131066,1.0,NA,NA,NIBC (7065) - Bestuurder
"Mathu, Stephan Garardus",P122543,1.0,NA,NA,RBS Nederland (60953) - Bestuurder
Malgaz,P120697,1.0,206,1182,Ten Cate (60019) - Bestuurder
"Goris, Erik Jan",P128695,1.0,NA,NA,Trespa (60887) - Bestuurder
Rohof,P118506,1.0,206,143,Bouwnijverheid (10547) - Bestuurder
"Rhijn, IJsbrand Sebastianus Maria van",P111133,1.0,NA,NA,NIBC (7065) - Bestuurder
"Smit, Arthur James",P121200,1.0,206,481,SABIC (60891) - Bestuurder
"Scheepens, Louter Cornelis Adriaan",P127429,0.52,60,119,Bouwnijverheid (10547) - Bestuurder<br />Recreatie (60799) - Lid Raad van Toezicht
"Jorna, André",P101070,1.0,206,167,Betonproducten (15133) - Bestuurder
"Doejaaren, Roderik Pieter",P122595,1.0,NA,NA,British American Tobacco (3054) - Bestuurder
"Gisbergen, Josephus Gerardus Maria van",P109015,1.0,206,479,SABIC (60891) - Bestuurder
"Littmann, Hubertus Johannes Arnoldus (Hub)",P131322,1.0,206,1096,Hoogovens (7044) - Bestuurder
"Burgers, Leendert",P105939,1.0,NA,NA,Douwe Egberts (4071) - Bestuurder
"Riet, Clemens Maria Adrianus van",P125476,1.0,206,447,Tandtechniek (42469) - Bestuurder
"Wendel, Hans Wilhelm Johannes",P109806,1.0,206,392,Schoen en Leder (11756) - Bestuurder
"Vollebregt, Cornelis Antonius",P128908,0.667,NA,NA,Allianz Nederland (46210) - Bestuurder<br />Buizerdlaan (60919) - Bestuurder
"Wevers, Jan Willem",P118800,0.475,67,84,Vleeswaren Prepensionering (60755) - Bestuurder<br />Vleesindustrie (14311) - Bestuurder<br />Openbaar Vervoer (60276) - Bestuurder
"Prins, Rients",P125156,0.53,191,675,ING Bank CDC fonds (R127942) - Bestuurder<br />NN CDC fonds (R127943) - Bestuurder<br />ING (60668) - Bestuursvoorzitter
"Toet, Jacob",P102015,1.0,NA,NA,Verloskundigen (8) - Bestuurder
"Hoof, Karel Cornelis Clemens Maria van",P127839,1.0,206,504,Media PNO  (1626) - Bestuurder
"Wiselius, Hermina Henriette",P104070,1.0,206,350,Werk en (re)Integratie (PWRI) (60655) - Bestuurder
"Weeda, Johannis Henry",P109425,1.0,NA,NA,Heineken (1757) - Bestuurder
"Gils, Johannes Cornelis Matheus",P121381,1.0,206,1137,Ardagh (47068) - Bestuurder
"Meijer, Nico",P117576,1.0,206,29,Agrarische (36722) - Bestuurder
"Pielstroom, Marcel Alexander",P105125,1.0,NA,NA,Lucht- en Ruimtevaartlaboratorium (2931) - Bestuurder
"Bleeker, Rudolf Cornelis Maria",P117608,NA,NA,NA,Merrill Lynch (60064) - Bestuurder
Zeeman,P116514,1.0,NA,NA,Alcatel-Lucent (60607) - Bestuurder
"Pernis, Robbert Adriaan van",P114454,1.0,NA,NA,Cindu International (5087) - Bestuursvoorzitter
"Farla, Machiel Matthijs Adriana Maria",P131598,1.0,206,1130,Sagittarius (60689) - Bestuurder
"Rhijn, Arie Theodorus van",P100027,1.0,206,308,Metaal en Techniek (PMT) (10557) - Bestuurder
"Bunschoten, Gerrit",P113925,1.0,206,1103,PepsiCo Nederland (60819) - Bestuurder
"Lubbi, Margaretha Wilhelmina",P131958,1.0,206,482,Schoenmakerij (32181) - Bestuurder
"Paternotte, Eveline Petra",P131738,1.0,206,711,Grolsch Bierbrouwerij (3053) - Bestuurder
"Spronk, Franciscus Nicolaas",P106358,1.0,NA,NA,Lloyd's Register (50560) - Bestuurder
"Claes, Mathieu Hendrik Jozef",P107897,1.0,206,647,Horeca (32868) - Bestuurder
"Briët, Francois Cornelis Willem",P119791,1.0,206,318,Metalektro (PME) (10542) - Bestuursvoorzitter
"Peijl, Govert Willem van der",P118573,0.384,107,125,De Hoop (6184) - Mede-beleidsbepaler<br />Houthandel (10559) - Voorzitter Raad van Toezicht<br />Betonproducten (15133) - Bestuurder
"Kerkmeester, Marcel Bertil",P107190,1.0,206,176,Drankindustrie (30355) - Bestuurder
"Borghouts, Stephanus Johannes Henricus",P130670,0.492,129,57,Bakkersbedrijf (10682) - Bestuurder<br />Betonproducten (15133) - Bestuurder
"Olk-Donker, Annemarie",P125554,1.0,206,791,Transavia Grond- en Cabinepersoneel (M0003) - Bestuurder
"Feltz-Doude van Troostwijk, Reiniera Frederica van der",P131064,0.505,139,516,Zorgverzekeraars (23361) - Bestuurder<br />Lanschot (10036) - Bestuurder
"Brink, Willem van den",P126481,1.0,206,94,Slagersbedrijf (10561) - Bestuursvoorzitter
"Dalen, Niels Josephus Martinus van",P111643,1.0,NA,NA,Grontmij (8416) - Bestuurder
"Zwart, Gerben Hendrik Kerst",P111018,1.0,NA,NA,Panteia (60513) - Bestuurder
"Voorrips, Jan Hendrik",P114172,1.0,206,1082,Ballast Nedam (5514) - Bestuurder
"Kievit, Pieter Willem",P113817,1.0,206,621,Beroepsvervoer (33519) - Bestuurder
"Hertog, Maarten Johan den",P113548,1.0,206,596,Protector (1491) - Bestuurder
"Korfage, Jan",P111136,1.0,NA,NA,Panteia (60513) - Bestuurder
"Buren, Francois André Johan van",P102021,1.0,206,928,Wolters Kluwer  (60540) - Bestuurder
"Thien, Richtje Annemieke",P108235,1.0,206,1203,Towers Watson (60527) - Bestuurder
"Modderman, Hendrik Jan Ewoud",P131417,1.0,206,605,Openbaar Vervoer (60276) - Bestuurder
"Bouwknegt, Harm Jan",P104912,1.0,206,581,UWV (60889) - Bestuurder
"Wit, Harry de",P112557,1.0,206,644,Horeca (32868) - Bestuurder
"Kelder, Johan Eduard",P118563,1.0,206,627,Textielgoederen (60859) - Bestuursvoorzitter
"Kalkhoven, Jeroen Carolus Josephus",P117366,1.0,206,786,Coram (60082) - Bestuurder
"Dijk, Erica van",P107899,1.0,NA,NA,Fracties (60898) - Bestuursvoorzitter
"Theunisz, Johannes Franciscus Maria",P107239,1.0,NA,NA,Calpam (47162) - Bestuurder
"Keukelaar, Johannis Pieter",P118497,1.0,206,431,TrueBlue (60896) - Bestuursvoorzitter
"Verbakel, Lidwien",P129372,1.0,NA,NA,Bavaria (60786) - Bestuurder
"Heijden, Adrianus Wilhelmus Maria van der",P106803,1.0,206,227,Wonen (44381) - Bestuurder
"Nieuwenhuis, Gerrit Harm",P107924,1.0,206,359,Meubelindustrie (12212) - Bestuurder
"Roman, Berend",P110712,1.0,NA,NA,Rabobank (37247) - Bestuurder
"Eykelenburg, Carolus van",P126947,1.0,206,181,ABP  (30) - Bestuurder
"Bakker, Albert Frederik Andreas",P112445,1.0,206,396,Particuliere Beveiliging (60514) - Bestuurder
"Kroezen, Hendrik",P115984,1.0,206,312,Metalektro (PME) (10542) - Bestuurder
"Kate, Pepijn ten",P101951,1.0,206,495,Media PNO  (1626) - Bestuurder
"Getkate, Gerrit Jan",P120549,1.0,206,1179,Ten Cate (60019) - Bestuurder
"Mannaert, Peter",P117180,1.0,206,252,Bakkersbedrijf (10682) - Bestuurder
"Oosterhout, Robert",P128951,0.462,162,695,Notarieel (29) - Bestuurder<br />ING (60668) - Bestuurder
"Veerman, Hendrikus Petrus Josef",P112682,1.0,NA,NA,Lucht- en Ruimtevaartlaboratorium (2931) - Bestuurder
"Jager, Nicolaas Guiseppe de",P121735,1.0,NA,NA,Ernst & Young (6085) - Bestuursvoorzitter
"Linden, Antonius Jozef Van der",P102752,1.0,206,594,Protector (1491) - Bestuursvoorzitter
"Schaik, Alexander van",P107278,1.0,206,1029,TOTAL (32489) - Bestuursvoorzitter
"Geerts, Vincent Martijn",P129713,1.0,NA,NA,Fracties (60898) - Bestuurder
"Betzema, Johan Jacob",P121453,1.0,NA,NA,Grontmij (8416) - Bestuurder
"Crijnen, Marcel Herman Jean Marie",P102684,1.0,206,554,Sigarenindustrie (10560) - Bestuurder
"Siebesma, Raimond Jan Pieter",P117247,0.175,28,597,Huysman (102) - Bestuursvoorzitter<br />TDF Botlek (60677) - Bestuurder<br />PepsiCo Nederland (60819) - Bestuursvoorzitter<br />Fresenius  (60212) - Bestuursvoorzitter<br />Apothekers (4) - Mede-beleidsbepaler
"Hagoort, Roelf Jozias",P107237,1.0,NA,NA,Ecolab (60845) - Bestuursvoorzitter
"Rheenen, Olaf Andreas van",P106368,1.0,206,1147,Cosun (7777) - Bestuurder
"Steenvoorden, Jeroen Antoon Gerard",P113908,1.0,NA,NA,Medische Specialisten (3) - Mede-beleidsbepaler
"Raadgever, Leendert Pieter",P120646,0.333,81,52,"Metalektro (PME) (10542) - Bestuurder<br />Mode-, Interieur-, Tapijt- en Textielindustrie (MITT) (10541) - Bestuurder<br />Houthandel (10559) - Bestuurder"
"Holsappel, Albert Jan",P112194,1.0,NA,NA,Cap Gemini  (60543) - Bestuurder
"Janssen, Martin Raymond",P126294,1.0,206,1190,Huntsman Rozenburg (4343) - Bestuurder
"Elferink, Franciscus Henricus Maria",P118423,1.0,206,483,Schoenmakerij (32181) - Bestuurder
"Zelst, Gerardus Pius maria van",P127861,1.0,NA,NA,Hewlett-Packard (60216) - Bestuurder
"Koenhein, Jasper",P101372,1.0,NA,NA,Alcatel-Lucent (60607) - Bestuursvoorzitter
"Agterberg, Louis Charles",P118216,1.0,NA,NA,BMS (60801) - Bestuurder
"Meerema, Sijtze",P128679,1.0,NA,NA,Douwe Egberts (4071) - Bestuurder
"Abelen, Elisabeth Catharina Maria",P108951,1.0,206,1111,Fresenius  (60212) - Bestuurder
"Walsum, Arnoud van",P127072,1.0,NA,NA,IFF (9873) - Bestuurder
"Kraaier, Tim",P103332,1.0,206,394,Particuliere Beveiliging (60514) - Bestuurder
"Vries, IJmert Riemert de",P125768,1.0,206,899,Dierenartsen (9) - Bestuurder
"Starre, Jacobus Hendrikus",P132288,1.0,206,422,Landbouw (10565) - Bestuurder
"Stienen, Maarten, Pieter, Alexander",P128247,1.0,206,472,KLM Algemeen (2199) - Bestuurder
"Dongen, Lambertus Johannes van",P112395,1.0,NA,NA,Progress Unilever (60114) - Bestuurder
"Kaspers, Richard Alphons Johan",P101389,1.0,206,558,Sigarenindustrie (10560) - Bestuurder
"Buuren, Arend van",P126506,1.0,206,702,Atos Origin (60561) - Bestuurder
"Fermin, Bjorn Alezander",P111521,1.0,206,883,Shell (SSPF) (4634) - Bestuurder
"Kuijvenhoven, Cornelis",P120637,NA,NA,NA,Productschappen (2609) - Bestuurder
"Voorhoeve, Erik Jochem Jacob",P116509,0.475,159,825,APF (7781) - Lid Raad van Toezicht<br />Blue Sky Group (60866) - Bestuurder
"Oldenkamp, Bart",P128927,1.0,206,735,Spoorweg  (32) - Bestuurder
"Sijsenaar, Ronald",P130924,1.0,206,569,Rockwool (60085) - Lid Raad van Toezicht
"Snijder, René",P130675,1.0,206,939,Gasunie (36105) - Bestuurder
"Post, Herman Ulko",P132357,1.0,NA,NA,Progress Unilever (60114) - Bestuurder
"Sprenkels, Rudolfus Hubertus",P121961,0.118,5,279,AZL (60011) - Actuaris<br />ARCADIS Nederland (2607) - Actuaris<br />Tandartsen   (2) - Actuaris<br />TDV (47985) - Actuaris<br />Apothekers (4) - Actuaris<br />Atos Origin (60561) - Actuaris<br />Wolters Kluwer  (60540) - Actuaris<br />Schoonmaak- en Glazenwassers (42937) - Bestuurder
"Beld, Fredrikus Jacobus Hendrikus Josephus van den",P108528,1.0,206,1160,Aon Groep Nederland (20875) - Bestuurder
"Heemskerk, Frederik",P101264,1.0,NA,NA,ORTEC (60818) - Bestuurder
"Spruijt, Johannes Adrianus",P109559,0.322,34,51,"Mode-, Interieur-, Tapijt- en Textielindustrie (MITT) (10541) - Bestuurder<br />Zoetwarenindustrie (32436) - Bestuurder<br />Metaal en Techniek (PMT) (10557) - Bestuurder"
"Splint, Hendrik Adrianus",P103167,1.0,NA,NA,Hewlett-Packard (60216) - Bestuurder
"Leenaars, Johannes Wilhelmus Bastianus Maria",P114509,1.0,NA,NA,Sanoma (60873) - Bestuurder
"Brak, Hans Jan Anthonie",P115111,1.0,206,258,Groothandel (42049) - Bestuurder
"Bruinings, Stefan",P100724,1.0,206,906,Sportfondsen (90) - Bestuurder
"War, Tjeerd Jan",P126309,1.0,NA,NA,Invista (60911) - Bestuurder
"Meulen, John van der",P104592,1.0,206,570,Rockwool (60085) - Bestuurder
"Spoorenberg, Emmeke Charlotte Marije",P125783,1.0,NA,NA,Douwe Egberts (4071) - Bestuurder
"Harrison, Toby Gene",P104657,1.0,NA,NA,Invista (60911) - Bestuurder
"Biemond, Pieter",P108785,1.0,NA,NA,Medische Specialisten (3) - Bestuurder
"Korving, Willem",P131444,1.0,NA,NA,Hagee (4654) - Bestuurder
"Pikaart, Krijn Arie",P111713,1.0,NA,NA,DSM (49417) - Bestuurder
"Alders, Johannes Gerardus Maria",P120810,1.0,206,329,Zorg en Welzijn (44862) - Bestuursvoorzitter
"Hilbrands, Jeroen",P131220,1.0,206,271,Levensmiddelen Groothandel (34561) - Voorzitter Raad van Toezicht
"Bruijn, Dirk Johannes Hendrik de",P113206,1.0,NA,NA,Thales   (6004) - Bestuurder
"Lievaart-Bode, Anne Margaretha",P109022,1.0,206,542,Elsevier (50052) - Bestuurder
"Hess, Arjan Max",P109088,1.0,206,36,Agrarische (36722) - Bestuurder
"Sloot-Mulder, Frouwke",P131172,1.0,206,115,Levensmiddelen (42467) - Bestuurder
"Pommeren, René van",P112250,1.0,206,954,Fysiotherapeuten (7) - Bestuurder
"Nijkamp, Hendrik Gerard",P118679,1.0,206,892,Accountancy (37678) - Bestuurder
"Mensonides, Jelle",P114077,0.542,128,764,Hoogovens (7044) - Bestuursvoorzitter<br />Holland Casino (60196) - Bestuurder
"Altundal, Nurettin",P110134,0.475,145,337,Kunststof- en Rubber (33708) - Bestuursvoorzitter<br />Molenaars (18397) - Bestuurder
"Schroers, Johan Wilhelm Frederik",P114453,1.0,NA,NA,Cindu International (5087) - Bestuurder
"Flint-Vogelzang, Babette",P114780,1.0,NA,NA,Calpam (47162) - Bestuurder
"Cornel, Jordy",P114490,1.0,206,795,Albemarle (60920) - Bestuurder
"Leenhouts, Jannis Pieter",P131124,1.0,206,737,Spoorweg  (32) - Bestuurder
"Hellendoorn, Jan Christiaan",P114439,1.0,NA,NA,AHOLD (60397) - Bestuurder
"Frentrop, Paul Marie Louis",P114917,1.0,206,340,Architectenbureaus (16534) - Lid Raad van Toezicht
"Gierveld, Jeroen Frank",P127300,1.0,206,710,Grolsch Bierbrouwerij (3053) - Bestuurder
"Nabben, Pol",P130932,1.0,NA,NA,DSM (49417) - Bestuurder
"Koppen, Charles Albert",P116467,1.0,NA,NA,Cargill (60294) - Bestuurder
"Lunteren, Jacobus Nicolaas van",P107120,1.0,206,187,ABP  (30) - Bestuurder
"Mak, Herman",P131376,1.0,NA,NA,Forbo (37681) - Bestuursvoorzitter
"Nusteling, Richard Hyginus Antonius",P118062,1.0,NA,NA,Hunter Douglas (34124) - Bestuurder
"Lemkes, Franciscus Joseph",P107157,1.0,206,579,UWV (60889) - Bestuurder
"Mens, Herialt",P130981,1.0,206,32,Agrarische (36722) - Lid Raad van Toezicht
"Thurkow, Jan Willem",P127869,1.0,NA,NA,Alcatel-Lucent (60607) - Bestuurder
"Terhalle, Jasper Gert Antors",P130622,1.0,NA,NA,OWASE (43756) - Bestuurder
"Post, Barthold Jacob",P116576,0.516,176,62,Vleeswaren Prepensionering (60755) - Bestuurder<br />Vleesindustrie (14311) - Bestuurder<br />Banden- en Wielen (60374) - Lid Raad van Toezicht
"Beima, Johan",P111302,1.0,206,678,IBM Nederland (60676) - Bestuurder
"Rosenau, Richard Anthony Michael",P107497,1.0,206,784,Coram (60082) - Bestuurder
"Volders, Ronald Jean Gerald Nico",P129683,1.0,206,925,AZL (60011) - Bestuurder
"Weith, Richard Alan",P114859,1.0,NA,NA,Nike  (60734) - Bestuurder
"Verborg, Johannes Wilhelmus Maria",P106030,1.0,206,491,Reisbranche (60709) - Bestuurder
"Hasselman, Jan",P102319,1.0,206,163,"Mode-, Interieur-, Tapijt- en Textielindustrie (MITT) (10541) - Bestuurder"
"Koekkoek, Huibert Pieter",P102725,1.0,NA,NA,Ernst & Young (6085) - Bestuurder
"Evers, Hendrikus Johannes",P117238,1.0,206,1135,Transavia vliegers (60304) - Bestuurder
"Dirks, Peter Bernard Anton",P120996,1.0,206,614,Openbaar Vervoer (60276) - Lid Raad van Toezicht
"Wita, Martin Joseph Johan",P112227,1.0,NA,NA,Invista (60911) - Bestuurder
"Morshuis, Paul Alexander",P125858,1.0,206,885,Shell (SSPF) (4634) - Bestuurder
"Tettero, Johannes Cornelis",P104720,1.0,206,774,KLM Vliegend Personeel (2200) - Bestuurder
"Dorrestijn, Petrus Gerardus Johannes",P123798,1.0,206,1014,PostNL (60463) - Bestuurder
"Duijn-Pennenburg, Ingeborg van",P117815,0.614,182,131,Drankindustrie (30355) - Lid Raad van Toezicht<br />Kappersbedrijf (44380) - Lid Raad van Toezicht
"Bosch, Nicolaas van den",P106913,1.0,206,1084,E-Way (60876) - Bestuurder
"Bangma, Klaas",P126347,1.0,NA,NA,Panteia (60513) - Bestuurder
"Koning, Jacobus Clemens Johannes",P101489,1.0,NA,NA,MSD (50051) - Bestuurder
"Vossen, Franka Petronella Clara Gerarda",P131258,1.0,206,605,Openbaar Vervoer (60276) - Lid Raad van Toezicht
Verberne,P118810,1.0,206,822,Lanschot (10036) - Bestuurder
"Loon, Elisabeth Johanna Petronella Maria van",P130842,1.0,206,274,"Schilders-, Afwerkings- en Glaszetbedrijf (10549) - Bestuurder"
"Vlietman, Robert Wijnand",P126896,0.326,18,17,Slagersbedrijf (10561) - Bestuurder<br />Vlakglas Verf (17571) - Bestuurder<br />Rijn- en Binnenvaart (20117) - Bestuurder
"Huizing, Eric",P132375,1.0,206,583,UWV (60889) - Bestuurder
"Berkestijn, Anne Barbara",P131487,1.0,NA,NA,Douwe Egberts (4071) - Bestuurder
"Baars, Antonius Johannes Gerardus van",P111936,1.0,206,86,Slagersbedrijf (10561) - Bestuurder
"Smet, Carlo Rudy Harold de",P111091,1.0,NA,NA,Dow (48477) - Bestuurder
"Peters, Hendrikus Jan Willem",P109912,1.0,206,1151,AVIKO (60883) - Bestuurder
"Schotanus à Steringa Idzerda, Hanso Henricus",P100286,1.0,206,862,Notarieel (29) - Bestuurder
"Kat, Jan",P116277,1.0,206,117,Levensmiddelen (42467) - Bestuurder
"Oudshoorn, Aalbert (Bert)",P121307,1.0,206,772,KLM Vliegend Personeel (2200) - Bestuurder
"Onstwedder, Henk",P108856,1.0,206,422,Landbouw (10565) - Bestuurder
"Meeuwisse, Nicolaas Cornelis Johannes",P130680,1.0,206,743,Grafische Bedrijven (PGB) (14089) - Lid Raad van Toezicht
"Duijst, Hendrik",P100037,0.526,153,280,Stork (6172) - Bestuurder<br />Metalektro (PME) (10542) - Bestuurder
"Hoekenga-Idema, Maria Geertruida",P116829,1.0,206,484,Schoenmakerij (32181) - Bestuursvoorzitter
"Pluijmaekers-Pessers, Marjo",P131026,1.0,206,340,Architectenbureaus (16534) - Lid Raad van Toezicht
"Hernandez Lara, Martha Lucia",P110725,1.0,206,583,UWV (60889) - Bestuurder
"Keilman, Gustaaf Jan",P123688,1.0,206,1093,Hoogovens (7044) - Bestuurder
"Brake, Harmen van de",P101399,1.0,206,1110,Fresenius  (60212) - Bestuurder
"Stam, Ronald Leendert",P106534,1.0,NA,NA,Nike  (60734) - Bestuurder
"Kippersluis, Hendricus Josephus van",P121472,1.0,NA,NA,IFF (9873) - Bestuursvoorzitter
Vermeersch,P118785,1.0,NA,NA,Cargill (60294) - Bestuurder
"Leeuwen, Teunis van",P103799,1.0,206,961,Norit (3580) - Bestuurder
"Loof, Jan Pieter",P116061,1.0,206,236,Notariaat (13358) - Bestuurder
"Poliquin, Anne Maria",P107478,1.0,206,564,Mars (34780) - Bestuurder
"Eenshuistra, Pieter Dirk",P107075,1.0,206,366,Banden- en Wielen (60374) - Voorzitter Raad van Toezicht
"Meulenbroek, Gijsbertus Theodorus Josephus",P121466,1.0,206,1117,Achmea (60917) - Bestuurder
"Oostveen, Petrus Cornelis",P108429,1.0,206,1188,Huntsman Rozenburg (4343) - Bestuurder
"Driessen, Paul Karel Christianus Maria van",P104642,1.0,NA,NA,Sanoma (60873) - Bestuurder
"Beusekom, Marsha van",P100324,0.581,72,196,Waterbouw (14400) - Bestuurder<br />Hewitt Nederland (39775) - Bestuurder
"Heezik, Johannes van",P129840,1.0,206,669,Remia (60291) - Bestuurder
"Lang, Peter de",P115904,1.0,NA,NA,Progress Unilever (60114) - Bestuurder
"Capel, Manon Barbara Antoinette",P104744,1.0,NA,NA,Staples (48375) - Bestuurder
"Schaft, Gerardus Maria Gemma van der",P114074,1.0,NA,NA,Personeelspensioenfonds APG (2392) - Bestuurder
"Johnson, William",P109005,1.0,206,965,Caribisch Nederland (60952) - Bestuurder
"Dijkstra, George",P117738,1.0,206,486,Schoenmakerij (32181) - Voorzitter Raad van Toezicht
"Frenzel, Bernd",P113407,1.0,NA,NA,Nike  (60734) - Bestuurder
"Berg, Arend Jan van den",P110117,1.0,206,1132,Sagittarius (60689) - Bestuurder
"Kusters, Wybren",P117909,1.0,206,626,Beroepsvervoer (33519) - Bestuurder
"Hollenkamp, Andre Louis",P107510,0.952,193,720,NN CDC fonds (R127943) - Bestuurder<br />ING Bank CDC fonds (R127942) - Bestuurder
"Bijloos, Cornelis Jsephus",P124814,1.0,NA,NA,Bisdommen (60263) - Bestuurder
"Hammer, Carel Frederik",P116817,0.515,173,552,Hewitt Nederland (39775) - Actuaris<br />Campina (60564) - Bestuurder
"Berg, Arie Jan van den",P106662,1.0,206,672,Remia (60291) - Bestuurder
"Buisman, Ronald",P122791,1.0,NA,NA,Kas Bank  (4306) - Bestuurder
"Bakker, Yvonne Magteld Marjolein den",P129405,1.0,NA,NA,General Electric  (60944) - Bestuurder
"Quint, Carolien Neely Henriëtte",P131575,1.0,206,1007,SCA Hygiene (60777) - Bestuurder
"Schreurs, Michael",P116258,1.0,NA,NA,Alliance (9041) - Bestuurder
"Brendel, Eric Gerard",P101094,1.0,NA,NA,Rabobank (37247) - Bestuurder
"Velden, Robert Jan van der",P107276,1.0,NA,NA,Kuwait Petroleum Nederland (44) - Bestuurder
"Blom- de Ruiter, Catharina Johanna",P129871,1.0,206,621,Beroepsvervoer (33519) - Bestuurder
"Heemskerk, J.J.",P108413,1.0,NA,NA,RBS Nederland (60953) - Bestuurder
Welschen,P116869,1.0,206,32,Agrarische (36722) - Bestuurder
"Visser, Epeus Rinze",P104507,1.0,NA,NA,Grontmij (8416) - Bestuursvoorzitter
"Krah, Maurice Elisabeth",P109914,1.0,206,270,Levensmiddelen Groothandel (34561) - Bestuurder
"Mijnen, Mark Herman Edward",P107900,1.0,NA,NA,Avebe (60602) - Bestuurder
"Bosman, Cornelis Hendrik Rudolf (Coks)",P131168,1.0,NA,NA,Medische Specialisten (3) - Bestuurder
"Koning, Martinus Ferdinand Rene de",P106028,1.0,206,804,De Hoop (6184) - Bestuurder
"Crans, Ramon",P115503,1.0,NA,NA,Roeiers   (13) - Bestuurder
"Dienst, Adriaan Jacobus van",P103794,1.0,206,1146,Cosun (7777) - Bestuurder
"Verhoog, Pieter Jan",P118158,1.0,206,113,Levensmiddelen (42467) - Bestuurder
"Voorhaar, Ronald",P110232,1.0,NA,NA,Abbott (60872) - Bestuurder
"Markus, Martinus Joseph Maria",P116612,1.0,206,650,Horeca (32868) - Bestuurder
"Hordijk, Eddy",P101943,NA,NA,NA,Voorzieningsfonds Verwelius (53150) - Bestuurder
"Vader, Hendrik Jan",P128397,1.0,NA,NA,Staples (48375) - Bestuurder
"Vrieze, Johannes Jacob de",P114461,1.0,206,766,Urenco (60592) - Bestuurder
"Ploeg, Pieterjan van der",P106496,1.0,NA,NA,YARA (60914) - Bestuurder
"Heerkens, Robertus Wilhelmus Jozef",P116851,0.505,91,688,Mn Services (608) - Bestuursvoorzitter<br />Grafische Bedrijven (PGB) (14089) - Bestuurder
"Belt, Bert van de",P120233,1.0,206,404,Zoetwarenindustrie (32436) - Lid Raad van Toezicht
"Hofman, Nicolette Louise",P102314,1.0,206,163,"Mode-, Interieur-, Tapijt- en Textielindustrie (MITT) (10541) - Bestuursvoorzitter"
"Meersma, Jeroen Henrik",P132384,1.0,NA,NA,Telegraaf (11492) - Bestuurder
"Labree, Jacobus Johannes",P100130,1.0,NA,NA,Hagee (4654) - Bestuurder
"Gelderen-Akkerman, Elisabeth Gezina van",P106179,1.0,206,858,Unirobe Meeus (60171) - Bestuurder
"Luijben, Cornelis Henricus Jozef (Kees)",P120590,1.0,NA,NA,Hunter Douglas (34124) - Bestuursvoorzitter
"Roest, Maarten",P130025,1.0,206,507,ABN AMRO Bank (7113) - Bestuurder
"Made, Lysanne Adriane Cornelia van der",P120795,1.0,206,995,Mn Services (608) - Lid Raad van Toezicht
"Warmerdam, Renatus Huibertus Phillippus van",P105038,1.0,NA,NA,Hewlett-Packard (60216) - Bestuurder
"Leeuwen, Johannes Wilhelmus Jacobus van",P128794,1.0,206,420,Landbouw (10565) - Bestuurder
"O´Sullivan, Margaret Mary",P100088,1.0,NA,NA,Nike  (60734) - Bestuurder
"Hannen, Hubertus Anna Johannes",P119034,1.0,206,184,ABP  (30) - Voorzitter Raad van Toezicht
"Frankort, Martinus Maria Wilhelmus",P108131,1.0,NA,NA,Bisdommen (60263) - Bestuursvoorzitter
"Mooij, Nicolaas",P118360,1.0,NA,NA,Pensura (60899) - Bestuurder
